club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country
Newcastle United,Joelinton,22.0,Attacking Midfield,TSG Hoffenheim,€44.00m,in,Summer,44.0,Premier League,2019,2019/2020,England
Newcastle United,Allan Saint-Maximin,22.0,Left Winger,OGC Nice,€18.00m,in,Summer,18.0,Premier League,2019,2019/2020,England
Newcastle United,Emil Krafth,25.0,Right-Back,Amiens SC,€5.40m,in,Summer,5.4,Premier League,2019,2019/2020,England
Newcastle United,Jetro Willems,25.0,Left-Back,E. Frankfurt,Loan fee:€1.00m,in,Summer,1.0,Premier League,2019,2019/2020,England
AFC Bournemouth,Philip Billing,23.0,Central Midfield,Huddersfield,€16.50m,in,Summer,16.5,Premier League,2019,2019/2020,England
AFC Bournemouth,Arnaut Danjuma,22.0,Centre-Forward,Club Brugge,€16.46m,in,Summer,16.46,Premier League,2019,2019/2020,England
AFC Bournemouth,Lloyd Kelly,20.0,Centre-Back,Bristol City,€14.80m,in,Summer,14.8,Premier League,2019,2019/2020,England
AFC Bournemouth,Jack Stacey,23.0,Right-Back,Luton,€4.45m,in,Summer,4.45,Premier League,2019,2019/2020,England
AFC Bournemouth,Harry Wilson,22.0,Right Winger,Liverpool,Loan fee:€2.70m,in,Summer,2.7,Premier League,2019,2019/2020,England
Burnley FC,Jay Rodríguez,29.0,Centre-Forward,West Brom,€10.00m,in,Summer,10.0,Premier League,2019,2019/2020,England
Burnley FC,Bailey Peacock-Farrell,22.0,Goalkeeper,Leeds,€2.75m,in,Summer,2.75,Premier League,2019,2019/2020,England
Burnley FC,Erik Pieters,30.0,Left-Back,Stoke City,€1.10m,in,Summer,1.1,Premier League,2019,2019/2020,England
Southampton FC,Danny Ings,26.0,Centre-Forward,Liverpool,€25.10m,in,Summer,25.1,Premier League,2019,2019/2020,England
Southampton FC,Ché Adams,22.0,Centre-Forward,Birmingham,€16.70m,in,Summer,16.7,Premier League,2019,2019/2020,England
Southampton FC,Moussa Djenepo,21.0,Left Winger,Standard Liège,€15.70m,in,Summer,15.7,Premier League,2019,2019/2020,England
Southampton FC,Kevin Danso,20.0,Centre-Back,FC Augsburg,Loan fee:€4.00m,in,Summer,4.0,Premier League,2019,2019/2020,England
Brighton & Hove Albion,Adam Webster,24.0,Centre-Back,Bristol City,€22.22m,in,Summer,22.22,Premier League,2019,2019/2020,England
Brighton & Hove Albion,Neal Maupay,22.0,Centre-Forward,Brentford,€22.22m,in,Summer,22.22,Premier League,2019,2019/2020,England
Brighton & Hove Albion,Leandro Trossard,24.0,Left Winger,KRC Genk,€15.56m,in,Summer,15.56,Premier League,2019,2019/2020,England
Brighton & Hove Albion,Matt Clarke,22.0,Centre-Back,Portsmouth,€3.90m,in,Summer,3.9,Premier League,2019,2019/2020,England
Norwich City,Ralf Fährmann,30.0,Goalkeeper,FC Schalke 04,Loan fee:€3.00m,in,Summer,3.0,Premier League,2019,2019/2020,England
Norwich City,Sam Byram,25.0,Right-Back,West Ham,€830Th.,in,Summer,0.83,Premier League,2019,2019/2020,England
Norwich City,Daniel Adshead,17.0,Central Midfield,Rochdale,€335Th.,in,Summer,0.335,Premier League,2019,2019/2020,England
Sheffield United,Oliver McBurnie,23.0,Centre-Forward,Swansea,€19.10m,in,Summer,19.1,Premier League,2019,2019/2020,England
Sheffield United,Lys Mousset,23.0,Centre-Forward,Bournemouth,€11.10m,in,Summer,11.1,Premier League,2019,2019/2020,England
Sheffield United,Callum Robinson,24.0,Left Winger,Preston,€7.80m,in,Summer,7.8,Premier League,2019,2019/2020,England
Sheffield United,Luke Freeman,27.0,Attacking Midfield,QPR,€5.60m,in,Summer,5.6,Premier League,2019,2019/2020,England
Sheffield United,Ben Osborn,24.0,Left Midfield,Nottm Forest,€3.90m,in,Summer,3.9,Premier League,2019,2019/2020,England
Aston Villa,Wesley,22.0,Centre-Forward,Club Brugge,€25.00m,in,Summer,25.0,Premier League,2019,2019/2020,England
Aston Villa,Tyrone Mings,26.0,Centre-Back,Bournemouth,€22.30m,in,Summer,22.3,Premier League,2019,2019/2020,England
Aston Villa,Douglas Luiz,21.0,Defensive Midfield,Man City,€16.80m,in,Summer,16.8,Premier League,2019,2019/2020,England
Aston Villa,Matt Targett,23.0,Left-Back,Southampton,€15.50m,in,Summer,15.5,Premier League,2019,2019/2020,England
Aston Villa,Ezri Konsa,21.0,Centre-Back,Brentford,€13.30m,in,Summer,13.3,Premier League,2019,2019/2020,England
Aston Villa,Marvelous Nakamba,25.0,Defensive Midfield,Club Brugge,€12.00m,in,Summer,12.0,Premier League,2019,2019/2020,England
Aston Villa,Trezeguet,24.0,Left Winger,Kasimpasa,€10.00m,in,Summer,10.0,Premier League,2019,2019/2020,England
Aston Villa,Anwar El Ghazi,24.0,Right Winger,LOSC Lille,€9.00m,in,Summer,9.0,Premier League,2019,2019/2020,England
Aston Villa,Tom Heaton,33.0,Goalkeeper,Burnley,€8.80m,in,Summer,8.8,Premier League,2019,2019/2020,England
Aston Villa,Björn Engels,24.0,Centre-Back,Stade Reims,€8.00m,in,Summer,8.0,Premier League,2019,2019/2020,England
Aston Villa,Jota Peleteiro,28.0,Right Winger,Birmingham,€4.50m,in,Summer,4.5,Premier League,2019,2019/2020,England
Aston Villa,Kortney Hause,23.0,Centre-Back,Wolves,€3.40m,in,Summer,3.4,Premier League,2019,2019/2020,England
Liverpool FC,Takumi Minamino,24.0,Left Winger,RB Salzburg,€8.50m,in,Winter,8.5,Premier League,2019,2019/2020,England
Tottenham Hotspur,Steven Bergwijn,22.0,Left Winger,PSV Eindhoven,€30.00m,in,Winter,30.0,Premier League,2019,2019/2020,England
Tottenham Hotspur,Gedson Fernandes,21.0,Central Midfield,Benfica,Loan fee:€4.50m,in,Winter,4.5,Premier League,2019,2019/2020,England
Arsenal FC,Pablo Marí,26.0,Centre-Back,Flamengo,Loan fee:€8.00m,in,Winter,8.0,Premier League,2019,2019/2020,England
Manchester United,Bruno Fernandes,25.0,Attacking Midfield,Sporting CP,€63.00m,in,Winter,63.0,Premier League,2019,2019/2020,England
Manchester United,Odion Ighalo,30.0,Centre-Forward,SH Shenhua,Loan fee:€12.00m,in,Winter,12.0,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,Daniel Podence,24.0,Right Winger,Olympiacos,€19.60m,in,Winter,19.6,Premier League,2019,2019/2020,England
Everton FC,Jarrad Branthwaite,17.0,Centre-Back,Carlisle United,€1.10m,in,Winter,1.1,Premier League,2019,2019/2020,England
West Ham United,Jarrod Bowen,23.0,Right Winger,Hull City,€21.30m,in,Winter,21.3,Premier League,2019,2019/2020,England
West Ham United,Darren Randolph,32.0,Goalkeeper,Middlesbrough,€4.70m,in,Winter,4.7,Premier League,2019,2019/2020,England
West Ham United,Tomas Soucek,24.0,Defensive Midfield,Slavia Prague,Loan fee:€4.50m,in,Winter,4.5,Premier League,2019,2019/2020,England
Watford FC,Ignacio Pussetto,24.0,Right Winger,Udinese Calcio,€8.50m,in,Winter,8.5,Premier League,2019,2019/2020,England
Watford FC,João Pedro,18.0,Centre-Forward,Fluminense,€4.00m,in,Winter,4.0,Premier League,2019,2019/2020,England
Newcastle United,Danny Rose,29.0,Left-Back,Spurs,Loan fee:€2.00m,in,Winter,2.0,Premier League,2019,2019/2020,England
Newcastle United,Valentino Lazaro,23.0,Right-Back,Inter,Loan fee:€1.50m,in,Winter,1.5,Premier League,2019,2019/2020,England
Newcastle United,Nabil Bentaleb,25.0,Central Midfield,FC Schalke 04,Loan fee:€1.00m,in,Winter,1.0,Premier League,2019,2019/2020,England
Burnley FC,Josh Brownhill,24.0,Central Midfield,Bristol City,€10.00m,in,Winter,10.0,Premier League,2019,2019/2020,England
Brighton & Hove Albion,Aaron Mooy,29.0,Central Midfield,Huddersfield,€3.30m,in,Winter,3.3,Premier League,2019,2019/2020,England
Brighton & Hove Albion,Tariq Lamptey,19.0,Right-Back,Chelsea U23,€1.20m,in,Winter,1.2,Premier League,2019,2019/2020,England
Norwich City,Sam McCallum,19.0,Left-Back,Coventry,€4.15m,in,Winter,4.15,Premier League,2019,2019/2020,England
Norwich City,Lukas Rupp,29.0,Central Midfield,TSG Hoffenheim,€500Th.,in,Winter,0.5,Premier League,2019,2019/2020,England
Sheffield United,Sander Berge,21.0,Defensive Midfield,KRC Genk,€23.00m,in,Winter,23.0,Premier League,2019,2019/2020,England
Aston Villa,Ally Samatta,27.0,Centre-Forward,KRC Genk,€10.50m,in,Winter,10.5,Premier League,2019,2019/2020,England
Aston Villa,Pepe Reina,37.0,Goalkeeper,AC Milan,Loan fee:€400Th.,in,Winter,0.4,Premier League,2019,2019/2020,England
Arsenal FC,Thomas Partey,27.0,Defensive Midfield,Atlético Madrid,€50.00m,in,Summer,50.0,Premier League,2020,2020/2021,England
Arsenal FC,Gabriel Magalhães,22.0,Centre-Back,LOSC Lille,€26.00m,in,Summer,26.0,Premier League,2020,2020/2021,England
Arsenal FC,Pablo Marí,26.0,Centre-Back,Flamengo,€6.00m,in,Summer,6.0,Premier League,2020,2020/2021,England
Arsenal FC,Rúnar Alex Rúnarsson,25.0,Goalkeeper,Dijon,€2.00m,in,Summer,2.0,Premier League,2020,2020/2021,England
Aston Villa,Ollie Watkins,24.0,Centre-Forward,Brentford,€34.00m,in,Summer,34.0,Premier League,2020,2020/2021,England
Aston Villa,Bertrand Traoré,25.0,Right Winger,Olympique Lyon,€18.40m,in,Summer,18.4,Premier League,2020,2020/2021,England
Aston Villa,Emiliano Martínez,28.0,Goalkeeper,Arsenal,€17.40m,in,Summer,17.4,Premier League,2020,2020/2021,England
Aston Villa,Matty Cash,23.0,Right-Back,Nottm Forest,€15.75m,in,Summer,15.75,Premier League,2020,2020/2021,England
Brighton & Hove Albion,Jakub Moder,21.0,Central Midfield,Lech Poznan,€11.00m,in,Summer,11.0,Premier League,2020,2020/2021,England
Brighton & Hove Albion,Michal Karbownik,19.0,Right-Back,Legia Warszawa,€5.50m,in,Summer,5.5,Premier League,2020,2020/2021,England
Brighton & Hove Albion,Andi Zeqiri,21.0,Centre-Forward,Lausanne-Sport,€4.00m,in,Summer,4.0,Premier League,2020,2020/2021,England
Brighton & Hove Albion,Jan Paul van Hecke,20.0,Centre-Back,NAC Breda,€2.00m,in,Summer,2.0,Premier League,2020,2020/2021,England
Brighton & Hove Albion,Joël Veltman,28.0,Right-Back,Ajax,€1.00m,in,Summer,1.0,Premier League,2020,2020/2021,England
Burnley FC,Dale Stephens,31.0,Central Midfield,Brighton,€1.10m,in,Summer,1.1,Premier League,2020,2020/2021,England
Chelsea FC,Kai Havertz,21.0,Attacking Midfield,Bay. Leverkusen,€80.00m,in,Summer,80.0,Premier League,2020,2020/2021,England
Chelsea FC,Timo Werner,24.0,Centre-Forward,RB Leipzig,€53.00m,in,Summer,53.0,Premier League,2020,2020/2021,England
Chelsea FC,Ben Chilwell,23.0,Left-Back,Leicester,€50.20m,in,Summer,50.2,Premier League,2020,2020/2021,England
Chelsea FC,Hakim Ziyech,27.0,Attacking Midfield,Ajax,€40.00m,in,Summer,40.0,Premier League,2020,2020/2021,England
Chelsea FC,Edouard Mendy,28.0,Goalkeeper,Stade Rennais,€24.00m,in,Summer,24.0,Premier League,2020,2020/2021,England
Crystal Palace,Eberechi Eze,22.0,Attacking Midfield,QPR,€17.80m,in,Summer,17.8,Premier League,2020,2020/2021,England
Crystal Palace,Jack Butland,27.0,Goalkeeper,Stoke City,€1.10m,in,Summer,1.1,Premier League,2020,2020/2021,England
Everton FC,Ben Godfrey,22.0,Centre-Back,Norwich,€27.50m,in,Summer,27.5,Premier League,2020,2020/2021,England
Everton FC,Allan,29.0,Defensive Midfield,SSC Napoli,€23.60m,in,Summer,23.6,Premier League,2020,2020/2021,England
Everton FC,Abdoulaye Doucouré,27.0,Central Midfield,Watford,€22.00m,in,Summer,22.0,Premier League,2020,2020/2021,England
Everton FC,Niels Nkounkou,19.0,Left-Back,Marseille B,€270Th.,in,Summer,0.27,Premier League,2020,2020/2021,England
Fulham FC,Anthony Knockaert,28.0,Right Winger,Brighton,€11.70m,in,Summer,11.7,Premier League,2020,2020/2021,England
Fulham FC,Harrison Reed,25.0,Central Midfield,Southampton,€6.50m,in,Summer,6.5,Premier League,2020,2020/2021,England
Fulham FC,Terence Kongolo,26.0,Centre-Back,Huddersfield,€4.40m,in,Summer,4.4,Premier League,2020,2020/2021,England
Fulham FC,Kenny Tete,24.0,Right-Back,Olympique Lyon,€3.20m,in,Summer,3.2,Premier League,2020,2020/2021,England
Fulham FC,Ola Aina,23.0,Right-Back,Torino,Loan fee:€2.50m,in,Summer,2.5,Premier League,2020,2020/2021,England
Fulham FC,Mario Lemina,26.0,Defensive Midfield,Southampton,Loan fee:€2.20m,in,Summer,2.2,Premier League,2020,2020/2021,England
Fulham FC,Antonee Robinson,23.0,Left-Back,Wigan,€2.10m,in,Summer,2.1,Premier League,2020,2020/2021,England
Fulham FC,Ademola Lookman,22.0,Left Winger,RB Leipzig,Loan fee:€2.00m,in,Summer,2.0,Premier League,2020,2020/2021,England
Fulham FC,Tosin Adarabioyo,23.0,Centre-Back,Man City,€1.65m,in,Summer,1.65,Premier League,2020,2020/2021,England
Fulham FC,Joachim Andersen,24.0,Centre-Back,Olympique Lyon,Loan fee:€1.00m,in,Summer,1.0,Premier League,2020,2020/2021,England
Leeds United,Rodrigo,29.0,Second Striker,Valencia,€30.00m,in,Summer,30.0,Premier League,2020,2020/2021,England
Leeds United,Diego Llorente,27.0,Centre-Back,Real Sociedad,€20.00m,in,Summer,20.0,Premier League,2020,2020/2021,England
Leeds United,Raphinha,23.0,Right Winger,Stade Rennais,€18.60m,in,Summer,18.6,Premier League,2020,2020/2021,England
Leeds United,Hélder Costa,26.0,Right Winger,Wolves,€17.70m,in,Summer,17.7,Premier League,2020,2020/2021,England
Leeds United,Robin Koch,24.0,Centre-Back,SC Freiburg,€13.00m,in,Summer,13.0,Premier League,2020,2020/2021,England
Leeds United,Illan Meslier,20.0,Goalkeeper,FC Lorient,€6.50m,in,Summer,6.5,Premier League,2020,2020/2021,England
Leeds United,Joe Gelhardt,18.0,Centre-Forward,Wigan,€1.00m,in,Summer,1.0,Premier League,2020,2020/2021,England
Leicester City,Wesley Fofana,19.0,Centre-Back,Saint-Étienne,€35.00m,in,Summer,35.0,Premier League,2020,2020/2021,England
Leicester City,Timothy Castagne,24.0,Right-Back,Atalanta BC,€20.90m,in,Summer,20.9,Premier League,2020,2020/2021,England
Leicester City,Cengiz Ünder,23.0,Right Winger,AS Roma,Loan fee:€3.50m,in,Summer,3.5,Premier League,2020,2020/2021,England
Liverpool FC,Diogo Jota,23.0,Left Winger,Wolves,€44.70m,in,Summer,44.7,Premier League,2020,2020/2021,England
Liverpool FC,Thiago,29.0,Central Midfield,Bayern Munich,€22.00m,in,Summer,22.0,Premier League,2020,2020/2021,England
Liverpool FC,Konstantinos Tsimikas,24.0,Left-Back,Olympiacos,€13.00m,in,Summer,13.0,Premier League,2020,2020/2021,England
Manchester City,Rúben Dias,23.0,Centre-Back,Benfica,€68.00m,in,Summer,68.0,Premier League,2020,2020/2021,England
Manchester City,Nathan Aké,25.0,Centre-Back,Bournemouth,€45.30m,in,Summer,45.3,Premier League,2020,2020/2021,England
Manchester City,Ferran Torres,20.0,Left Winger,Valencia,€33.50m,in,Summer,33.5,Premier League,2020,2020/2021,England
Manchester City,Nahuel Bustos,22.0,Centre-Forward,CA Talleres,€6.50m,in,Summer,6.5,Premier League,2020,2020/2021,England
Manchester City,Issa Kaboré,19.0,Right-Back,KV Mechelen,€4.50m,in,Summer,4.5,Premier League,2020,2020/2021,England
Manchester United,Donny van de Beek,23.0,Central Midfield,Ajax,€39.00m,in,Summer,39.0,Premier League,2020,2020/2021,England
Manchester United,Alex Telles,27.0,Left-Back,FC Porto,€15.00m,in,Summer,15.0,Premier League,2020,2020/2021,England
Manchester United,Facundo Pellistri,18.0,Right Winger,Peñarol,€8.50m,in,Summer,8.5,Premier League,2020,2020/2021,England
Newcastle United,Callum Wilson,28.0,Centre-Forward,Bournemouth,€22.25m,in,Summer,22.25,Premier League,2020,2020/2021,England
Newcastle United,Jamal Lewis,22.0,Left-Back,Norwich,€16.50m,in,Summer,16.5,Premier League,2020,2020/2021,England
Newcastle United,Rodrigo Vilca,21.0,Attacking Midfield,Dep. Municipal,€250Th.,in,Summer,0.25,Premier League,2020,2020/2021,England
Sheffield United,Rhian Brewster,20.0,Centre-Forward,Liverpool U23,€26.00m,in,Summer,26.0,Premier League,2020,2020/2021,England
Sheffield United,Aaron Ramsdale,22.0,Goalkeeper,Bournemouth,€20.50m,in,Summer,20.5,Premier League,2020,2020/2021,England
Sheffield United,Oliver Burke,23.0,Centre-Forward,West Brom,€6.50m,in,Summer,6.5,Premier League,2020,2020/2021,England
Sheffield United,Jayden Bogle,20.0,Right-Back,Derby,€3.85m,in,Summer,3.85,Premier League,2020,2020/2021,England
Sheffield United,Max Lowe,23.0,Left-Back,Derby,€3.85m,in,Summer,3.85,Premier League,2020,2020/2021,England
Sheffield United,Ismaila Coulibaly,19.0,Central Midfield,Sarpsborg 08,€2.00m,in,Summer,2.0,Premier League,2020,2020/2021,England
Southampton FC,Kyle Walker-Peters,23.0,Right-Back,Spurs,€13.30m,in,Summer,13.3,Premier League,2020,2020/2021,England
Southampton FC,Ibrahima Diallo,21.0,Defensive Midfield,Stade Brestois,€12.00m,in,Summer,12.0,Premier League,2020,2020/2021,England
Southampton FC,Mohammed Salisu,21.0,Centre-Back,Real Valladolid,€12.00m,in,Summer,12.0,Premier League,2020,2020/2021,England
Tottenham Hotspur,Giovani Lo Celso,24.0,Central Midfield,Real Betis,€32.00m,in,Summer,32.0,Premier League,2020,2020/2021,England
Tottenham Hotspur,Sergio Reguilón,23.0,Left-Back,Real Madrid,€30.00m,in,Summer,30.0,Premier League,2020,2020/2021,England
Tottenham Hotspur,Matt Doherty,28.0,Right-Back,Wolves,€16.80m,in,Summer,16.8,Premier League,2020,2020/2021,England
Tottenham Hotspur,Pierre-Emile Höjbjerg,25.0,Central Midfield,Southampton,€16.60m,in,Summer,16.6,Premier League,2020,2020/2021,England
Tottenham Hotspur,Joe Rodon,22.0,Centre-Back,Swansea,€12.10m,in,Summer,12.1,Premier League,2020,2020/2021,England
Tottenham Hotspur,Carlos Vinícius,25.0,Centre-Forward,Benfica,Loan fee:€3.00m,in,Summer,3.0,Premier League,2020,2020/2021,England
West Bromwich Albion,Karlan Grant,23.0,Centre-Forward,Huddersfield,€16.50m,in,Summer,16.5,Premier League,2020,2020/2021,England
West Bromwich Albion,Grady Diangana,22.0,Right Winger,West Ham,€13.50m,in,Summer,13.5,Premier League,2020,2020/2021,England
West Bromwich Albion,Matheus Pereira,24.0,Attacking Midfield,Sporting CP,€8.25m,in,Summer,8.25,Premier League,2020,2020/2021,England
West Bromwich Albion,Cédric Kipré,23.0,Centre-Back,Wigan,€1.10m,in,Summer,1.1,Premier League,2020,2020/2021,England
West Bromwich Albion,David Button,31.0,Goalkeeper,Brighton,€1.10m,in,Summer,1.1,Premier League,2020,2020/2021,England
West Ham United,Tomas Soucek,25.0,Defensive Midfield,Slavia Prague,€16.20m,in,Summer,16.2,Premier League,2020,2020/2021,England
West Ham United,Vladimir Coufal,28.0,Right-Back,Slavia Prague,€6.00m,in,Summer,6.0,Premier League,2020,2020/2021,England
West Ham United,Saïd Benrahma,25.0,Left Winger,Brentford,Loan fee:€4.40m,in,Summer,4.4,Premier League,2020,2020/2021,England
West Ham United,Craig Dawson,30.0,Centre-Back,Watford,Loan fee:€1.10m,in,Summer,1.1,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,Fábio Silva,18.0,Centre-Forward,FC Porto,€40.00m,in,Summer,40.0,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,Nélson Semedo,26.0,Right-Back,Barcelona,€32.00m,in,Summer,32.0,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,Ki-Jana Hoever,18.0,Right-Back,Liverpool U23,€9.80m,in,Summer,9.8,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,Marçal,31.0,Left-Back,Olympique Lyon,€2.00m,in,Summer,2.0,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,Toti,21.0,Centre-Back,Estoril Praia,€1.00m,in,Summer,1.0,Premier League,2020,2020/2021,England
Arsenal FC,Martin Ødegaard,22.0,Attacking Midfield,Real Madrid,Loan fee:€2.00m,in,Winter,2.0,Premier League,2020,2020/2021,England
Aston Villa,Morgan Sanson,26.0,Central Midfield,Marseille,€15.80m,in,Winter,15.8,Premier League,2020,2020/2021,England
Brighton & Hove Albion,Moisés Caicedo,19.0,Central Midfield,Independiente,€5.00m,in,Winter,5.0,Premier League,2020,2020/2021,England
Crystal Palace,Jean-Philippe Mateta,23.0,Centre-Forward,1.FSV Mainz 05,Loan fee:€3.50m,in,Winter,3.5,Premier League,2020,2020/2021,England
Liverpool FC,Ben Davies,25.0,Centre-Back,Preston,€1.85m,in,Winter,1.85,Premier League,2020,2020/2021,England
Liverpool FC,Ozan Kabak,20.0,Centre-Back,FC Schalke 04,Loan fee:€1.10m,in,Winter,1.1,Premier League,2020,2020/2021,England
Manchester City,Filip Stevanovic,18.0,Left Winger,Partizan,€8.50m,in,Winter,8.5,Premier League,2020,2020/2021,England
Manchester City,Diego Rosa,18.0,Central Midfield,Grêmio,€6.00m,in,Winter,6.0,Premier League,2020,2020/2021,England
Manchester United,Amad Diallo,18.0,Right Winger,Atalanta BC,€21.30m,in,Winter,21.3,Premier League,2020,2020/2021,England
West Bromwich Albion,Mbaye Diagne,29.0,Centre-Forward,Galatasaray,Loan fee:€1.58m,in,Winter,1.58,Premier League,2020,2020/2021,England
